Date,User,Kind,Max Mode,Model,Tokens,Cost ($)
"2025-08-23T15:36:39.361Z","You","Included in Pro","No","auto",38262,"Included"
"2025-08-23T15:16:45.517Z","You","Included in Pro","No","auto",2922,"Included"
"2025-08-23T14:06:15.316Z","You","Errored, Not Charged","No","auto",109273,"Included"
"2025-08-23T14:02:47.933Z","You","Included in Pro","No","auto",207363,"Included"
"2025-08-23T12:35:28.461Z","You","Included in Pro","No","auto",106752,"Included"
"2025-08-23T12:30:09.130Z","You","Included in Pro","No","auto",93522,"Included"
"2025-08-22T13:18:01.153Z","You","Included in Pro","No","auto",4028,"Included"
"2025-08-22T13:17:48.776Z","You","Included in Pro","No","auto",4416,"Included"
"2025-08-22T13:17:38.707Z","You","Included in Pro","No","auto",3984,"Included"
"2025-08-22T13:17:24.089Z","You","Included in Pro","No","auto",3360,"Included"
"2025-08-22T13:16:59.388Z","You","Included in Pro","No","auto",3452,"Included"
"2025-08-22T07:59:47.904Z","You","Included in Pro","No","auto",34342,"Included"
"2025-08-22T07:53:36.399Z","You","Included in Pro","No","auto",132165,"Included"
"2025-08-22T07:49:57.091Z","You","Included in Pro","No","auto",112452,"Included"
"2025-08-21T15:33:46.948Z","You","Included in Pro","No","auto",25902,"Included"
"2025-08-21T15:31:21.623Z","You","Included in Pro","No","auto",29051,"Included"
"2025-08-21T15:03:50.095Z","You","Included in Pro","No","auto",4205,"Included"
"2025-08-21T15:03:34.954Z","You","Included in Pro","No","auto",3835,"Included"
"2025-08-21T15:03:22.390Z","You","Included in Pro","No","auto",3367,"Included"
"2025-08-21T15:02:58.490Z","You","Included in Pro","No","auto",2455,"Included"
"2025-08-21T14:53:32.151Z","You","Included in Pro","No","auto",31796,"Included"
"2025-08-21T14:43:55.358Z","You","Included in Pro","No","auto",24424,"Included"
"2025-08-21T14:36:23.451Z","You","Included in Pro","No","auto",131975,"Included"
"2025-08-21T07:09:11.447Z","You","Included in Pro","No","auto",23685,"Included"
"2025-08-21T07:00:39.135Z","You","Included in Pro","No","auto",63984,"Included"
"2025-08-21T06:59:03.777Z","You","Included in Pro","No","auto",31021,"Included"
"2025-08-20T16:15:01.009Z","You","Included in Pro","No","auto",24809,"Included"
"2025-08-20T15:55:27.996Z","You","Included in Pro","No","auto",852834,"Included"
"2025-08-20T15:21:09.202Z","You","Included in Pro","No","auto",40835,"Included"
"2025-08-20T15:18:00.676Z","You","Included in Pro","No","auto",104183,"Included"
"2025-08-20T15:12:12.049Z","You","Errored, Not Charged","No","auto",643699,"Included"
"2025-08-20T15:10:00.566Z","You","Included in Pro","No","auto",111385,"Included"
"2025-08-20T15:05:30.701Z","You","Errored, Not Charged","No","auto",121493,"Included"
"2025-08-20T15:01:46.978Z","You","Included in Pro","No","auto",186631,"Included"
"2025-08-20T14:58:33.273Z","You","Included in Pro","No","auto",103996,"Included"
"2025-08-20T14:47:23.066Z","You","Included in Pro","No","auto",32174,"Included"
"2025-08-20T14:44:03.094Z","You","Included in Pro","No","auto",321399,"Included"
"2025-08-20T14:37:42.819Z","You","Included in Pro","No","auto",321448,"Included"
"2025-08-20T12:38:30.159Z","You","Included in Pro","No","auto",576050,"Included"
"2025-08-20T12:35:21.813Z","You","Included in Pro","No","auto",222456,"Included"
"2025-08-20T12:33:10.272Z","You","Included in Pro","No","auto",3350,"Included"
"2025-08-20T12:32:36.350Z","You","Included in Pro","No","auto",3289,"Included"
"2025-08-20T12:25:13.047Z","You","Included in Pro","No","auto",205685,"Included"
"2025-08-20T12:22:48.355Z","You","Included in Pro","No","auto",203390,"Included"
"2025-08-20T12:18:25.638Z","You","Included in Pro","No","auto",36292,"Included"
"2025-08-20T12:17:49.114Z","You","Included in Pro","No","auto",9882,"Included"
"2025-08-20T12:08:18.877Z","You","Included in Pro","No","auto",159067,"Included"
"2025-08-20T12:07:08.309Z","You","Included in Pro","No","auto",58568,"Included"
"2025-08-20T12:06:37.488Z","You","Included in Pro","No","auto",10124,"Included"
"2025-08-20T12:04:54.625Z","You","Included in Pro","No","auto",35757,"Included"
"2025-08-20T11:54:19.202Z","You","Included in Pro","No","auto",79034,"Included"
"2025-08-20T11:52:04.722Z","You","Included in Pro","No","auto",240196,"Included"
"2025-08-20T11:46:20.603Z","You","Included in Pro","No","auto",352175,"Included"
"2025-08-20T11:36:19.202Z","You","Included in Pro","No","auto",5162,"Included"
"2025-08-20T11:20:26.551Z","You","Included in Pro","No","auto",19551,"Included"
"2025-08-20T11:19:54.016Z","You","Included in Pro","No","auto",34851,"Included"
"2025-08-20T11:15:23.790Z","You","Included in Pro","No","auto",5184,"Included"
"2025-08-20T11:13:54.586Z","You","Included in Pro","No","auto",34990,"Included"
"2025-08-20T11:06:23.211Z","You","Included in Pro","No","auto",5583,"Included"
"2025-08-20T11:04:53.441Z","You","Included in Pro","No","auto",4921,"Included"
"2025-08-20T11:02:44.298Z","You","Included in Pro","No","auto",5031,"Included"
"2025-08-20T11:02:26.325Z","You","Included in Pro","No","auto",5054,"Included"
"2025-08-19T15:33:48.857Z","You","Included in Pro","No","auto",212221,"Included"
"2025-08-19T15:09:56.334Z","You","Included in Pro","No","auto",679855,"Included"
"2025-08-19T12:10:38.142Z","You","Included in Pro","No","auto",19484,"Included"
"2025-08-19T12:09:54.635Z","You","Included in Pro","No","auto",24641,"Included"
"2025-08-19T12:09:00.174Z","You","Included in Pro","No","auto",38722,"Included"
"2025-08-19T12:06:43.169Z","You","Included in Pro","No","auto",22338,"Included"
"2025-08-19T11:16:46.176Z","You","Included in Pro","No","auto",17981,"Included"
"2025-08-19T11:14:50.824Z","You","Included in Pro","No","auto",19679,"Included"
"2025-08-19T11:13:17.922Z","You","Included in Pro","No","auto",16016,"Included"
"2025-08-19T11:12:29.129Z","You","Included in Pro","No","auto",2247,"Included"
"2025-08-18T12:06:52.427Z","You","Included in Pro","No","auto",5514,"Included"
"2025-08-18T12:06:43.614Z","You","Included in Pro","No","auto",5481,"Included"
"2025-08-18T08:58:18.476Z","You","Included in Pro","No","auto",5375,"Included"
"2025-08-18T07:05:03.393Z","You","Included in Pro","No","auto",665911,"Included"
"2025-08-18T05:14:08.530Z","You","Included in Pro","No","auto",30025,"Included"
"2025-08-17T14:55:43.838Z","You","Included in Pro","No","auto",2761,"Included"
"2025-08-17T14:53:13.726Z","You","Included in Pro","No","auto",3875,"Included"
"2025-08-17T14:53:06.995Z","You","Included in Pro","No","auto",4085,"Included"
"2025-08-17T14:52:59.358Z","You","Included in Pro","No","auto",3753,"Included"
"2025-08-17T14:45:07.762Z","You","Included in Pro","No","auto",3583,"Included"
"2025-08-17T14:41:55.806Z","You","Included in Pro","No","auto",3535,"Included"
"2025-08-17T12:50:04.924Z","You","Included in Pro","No","auto",15943,"Included"
"2025-08-17T12:31:14.966Z","You","Included in Pro","No","auto",19727,"Included"
"2025-08-17T12:28:41.004Z","You","Included in Pro","No","auto",22307,"Included"
"2025-08-17T09:12:56.512Z","You","Included in Pro","No","auto",2133,"Included"
"2025-08-17T09:12:47.343Z","You","Included in Pro","No","auto",2278,"Included"
"2025-08-17T09:12:40.388Z","You","Included in Pro","No","auto",1943,"Included"
"2025-08-17T09:12:33.331Z","You","Included in Pro","No","auto",2082,"Included"
"2025-08-17T09:12:23.564Z","You","Included in Pro","No","auto",2022,"Included"
"2025-08-17T08:37:34.736Z","You","Included in Pro","No","auto",1032,"Included"
